user,name,hours,hours_rating
52907921,Terraria,69.0,5.0
52907921,The Elder Scrolls V Skyrim,23.0,4.0
52907921,Torchlight II,10.8,3.0
52942891,Empire Total War,123.0,5.0
52942891,Team Fortress 2,14.1,4.0
53091150,Age of Empires II HD Edition,7.1,2.0
53091150,Alan Wake,71.0,5.0
53091150,Banished,23.0,4.0
53091150,Bastion,4.2,2.0
53091150,BattleBlock Theater,3.7,1.0
53091150,BioShock Infinite,21.0,4.0
53091150,Dark Souls Prepare to Die Edition,72.0,5.0
53091150,Deus Ex Human Revolution,22.0,4.0
53091150,Don't Starve,5.9,2.0
53091150,Dota 2,10.6,3.0
53091150,FTL Faster Than Light,5.0,2.0
53091150,Game Dev Tycoon,7.1,2.0
53091150,Grand Theft Auto IV,19.4,4.0
53091150,Half-Life 2,38.0,5.0
53091150,Half-Life 2 Episode One,4.7,2.0
53091150,Half-Life 2 Episode Two,6.4,2.0
53091150,Hitman Absolution,5.7,2.0
53091150,Left 4 Dead 2,70.0,5.0
53091150,Magicka,2.3,1.0
53091150,Portal 2,12.8,4.0
53091150,Prison Architect,10.9,3.0
53091150,Sid Meier's Civilization V,112.0,5.0
53091150,Team Fortress 2,159.0,5.0
53091150,Terraria,5.8,2.0
53091150,The Elder Scrolls V Skyrim,26.0,5.0
53097340,Alien Swarm,5.5,2.0
53097340,Arma 3,215.0,5.0
53097340,BattleBlock Theater,2.6,1.0
53097340,Borderlands 2,5.8,2.0
53097340,Counter-Strike Global Offensive,82.0,5.0
53097340,Counter-Strike Source,35.0,5.0
53097340,DC Universe Online,6.8,2.0
53097340,DayZ,195.0,5.0
53097340,Don't Starve,4.5,2.0
53097340,Don't Starve Together Beta,7.4,2.0
53097340,Garry's Mod,4.1,2.0
53097340,H1Z1,9.2,3.0
53097340,Heroes & Generals,11.7,3.0
53097340,Killing Floor,3.2,1.0
53097340,Left 4 Dead 2,20.0,4.0
53097340,PAYDAY 2,33.0,5.0
53097340,Portal,11.4,3.0
53097340,RIFT,62.0,5.0
53097340,Rocket League,14.3,4.0
53097340,Rust,13.1,4.0
53097340,Sid Meier's Civilization V,14.6,4.0
53097340,Star Wars - Battlefront II,4.5,2.0
53097340,Team Fortress 2,22.0,4.0
53097340,Torchlight II,30.0,5.0
53122638,Team Fortress 2,28.0,5.0
53155177,Football Manager 2013,79.0,5.0
53231205,Half-Life 2 Deathmatch,14.8,4.0
53244117,Counter-Strike,3283.0,5.0
53245953,Fallout New Vegas,12.6,4.0
53245953,The Elder Scrolls V Skyrim,495.0,5.0
53258793,Counter-Strike,1511.0,5.0
53258793,Counter-Strike Condition Zero,7.4,2.0
53296539,"Warhammer 40,000 Dawn of War II",73.0,5.0
53324742,Empire Total War,5.2,2.0
53509003,Arma 2 Operation Arrowhead,66.0,5.0
53509003,Arma 3,3.2,1.0
53621752,Call of Duty Modern Warfare 2,6.5,2.0
53621752,Call of Duty Modern Warfare 2 - Multiplayer,941.0,5.0
53621752,Counter-Strike Global Offensive,216.0,5.0
53621752,Counter-Strike Source,593.0,5.0
53691822,Counter-Strike,11.6,3.0
53711793,Call of Duty Black Ops,3.9,1.0
53711793,Call of Duty Modern Warfare 2 - Multiplayer,196.0,5.0
53711793,Call of Duty Modern Warfare 3 - Multiplayer,94.0,5.0
53711793,Counter-Strike,120.0,5.0
53711793,Counter-Strike Global Offensive,702.0,5.0
53711793,Counter-Strike Source,425.0,5.0
53711793,Day of Defeat Source,1461.0,5.0
53779471,Counter-Strike,1381.0,5.0
53779471,Counter-Strike Global Offensive,100.0,5.0
53779471,METAL GEAR SOLID V THE PHANTOM PAIN,2.7,1.0
53779471,Rocket League,3.0,1.0
53779471,Sniper Elite V2,8.6,3.0
53784377,Alien Swarm,2.3,1.0
53784377,Counter-Strike,848.0,5.0
53784377,Counter-Strike Source,42.0,5.0
53826748,Left 4 Dead,6.9,2.0
53875128,Age of Empires II HD Edition,9.0,3.0
53875128,Assassin's Creed III,7.2,2.0
53875128,Bastion,9.6,3.0
53875128,Batman Arkham Asylum GOTY Edition,8.9,3.0
53875128,Batman Arkham City GOTY,16.9,4.0
53875128,DayZ,11.0,3.0
53875128,Deus Ex Human Revolution,21.0,4.0
53875128,Dishonored,4.3,2.0
53875128,Dying Light,23.0,4.0
53875128,FTL Faster Than Light,9.7,3.0
53875128,Fallout New Vegas,7.5,2.0
53875128,Far Cry 3,35.0,5.0
53875128,Game Dev Tycoon,6.4,2.0
53875128,Grand Theft Auto V,86.0,5.0
53875128,Half-Life 2,10.2,3.0
53875128,Half-Life 2 Episode One,4.2,2.0
53875128,Half-Life 2 Episode Two,5.5,2.0
53875128,Hotline Miami,3.2,1.0
53875128,Insurgency,72.0,5.0
53875128,Just Cause 2,23.0,4.0
53875128,Left 4 Dead 2,71.0,5.0
53875128,METAL GEAR SOLID V THE PHANTOM PAIN,59.0,5.0
53875128,Metro 2033,7.8,2.0
53875128,Metro Last Light,3.7,1.0
53875128,Middle-earth Shadow of Mordor,19.6,4.0
53875128,Mirror's Edge,23.0,4.0
53875128,Portal,2.8,1.0
53875128,Portal 2,21.0,4.0
53875128,Rocket League,34.0,5.0
53875128,Saints Row IV,11.1,3.0
53875128,Saints Row The Third,35.0,5.0
53875128,Sid Meier's Civilization V,5.9,2.0
53875128,Sleeping Dogs,11.5,3.0
53875128,South Park The Stick of Truth,12.2,4.0
53875128,The Binding of Isaac,2.4,1.0
53875128,Tropico 4,14.3,4.0
53875128,Wolfenstein The New Order,4.0,1.0
53898495,Bastion,3.7,1.0
53898495,Batman Arkham Asylum GOTY Edition,13.3,4.0
53898495,Batman Arkham City GOTY,10.2,3.0
53898495,Borderlands 2,188.0,5.0
53898495,DC Universe Online,35.0,5.0
53898495,Divinity Original Sin,21.0,4.0
53898495,Fallout 4,15.4,4.0
53898495,Fallout New Vegas,63.0,5.0
53898495,Game Dev Tycoon,5.5,2.0
53898495,Magicka,28.0,5.0
53898495,Neverwinter,234.0,5.0
53898495,Path of Exile,13.0,4.0
53898495,Portal 2,3.3,1.0
53898495,Saints Row IV,59.0,5.0
53898495,Sid Meier's Civilization V,52.0,5.0
53898495,Star Wars Knights of the Old Republic,3.4,1.0
53898495,Starbound,14.0,4.0
53898495,TERA,6.6,2.0
53898495,Terraria,16.6,4.0
53898495,The Elder Scrolls V Skyrim,58.0,5.0
53898495,The Witcher 2 Assassins of Kings Enhanced Edition,161.0,5.0
53898495,The Witcher 3 Wild Hunt,177.0,5.0
53898495,The Witcher Enhanced Edition,46.0,5.0
53898495,Tomb Raider,25.0,5.0
53898495,Torchlight II,44.0,5.0
53898495,Warframe,190.0,5.0
53901705,Far Cry 3,54.0,5.0
53901705,Half-Life 2,27.0,5.0
53901705,Half-Life 2 Episode One,11.2,3.0
53901705,Portal,6.9,2.0
53901705,Team Fortress 2,1545.0,5.0
53957543,Counter-Strike Source,43.0,5.0
53964834,Counter-Strike,2903.0,5.0
53986832,Counter-Strike,2.8,1.0
54097980,Team Fortress 2,3.1,1.0
54103616,Battlefield Bad Company 2,8.6,3.0
54103616,Borderlands 2,21.0,4.0
54103616,Counter-Strike,1008.0,5.0
54103616,Counter-Strike Global Offensive,1028.0,5.0
54103616,Counter-Strike Source,32.0,5.0
54103616,Dota 2,3.1,1.0
54103616,H1Z1,36.0,5.0
54103616,Left 4 Dead,148.0,5.0
54103616,Left 4 Dead 2,15.8,4.0
54103616,PAYDAY The Heist,16.0,4.0
54103616,Portal 2,7.3,2.0
54103616,Team Fortress 2,72.0,5.0
54103616,The Elder Scrolls V Skyrim,35.0,5.0
54194546,DARK SOULS II,83.0,5.0
54194546,METAL GEAR SOLID V THE PHANTOM PAIN,99.0,5.0
54194546,Mass Effect,9.0,3.0
54194546,Sid Meier's Civilization V,3.1,1.0
54194546,Terraria,4.3,2.0
54194546,The Binding of Isaac Rebirth,2.4,1.0
54212914,Path of Exile,20.0,4.0
54212914,The Mighty Quest For Epic Loot,3.4,1.0
54291917,Killing Floor,164.0,5.0
54291917,Left 4 Dead,3.4,1.0
54291917,Metro 2033,4.9,2.0
54293428,Age of Empires II HD Edition,3.6,1.0
54293428,Banished,11.1,3.0
54293428,DARK SOULS II,112.0,5.0
54293428,Dark Souls Prepare to Die Edition,222.0,5.0
54293428,Dead Island,25.0,5.0
54293428,Dying Light,17.4,4.0
54293428,Fallout New Vegas,199.0,5.0
54293428,Sid Meier's Civilization Beyond Earth,3.8,1.0
54293428,Sid Meier's Civilization V,275.0,5.0
54293428,Star Wars Knights of the Old Republic,33.0,5.0
54293428,The Binding of Isaac,5.6,2.0
54293428,The Binding of Isaac Rebirth,469.0,5.0
54293428,The Elder Scrolls V Skyrim,95.0,5.0
54293428,Tropico 4,51.0,5.0
54310644,ARK Survival Evolved,3.0,1.0
54310644,Borderlands,20.0,4.0
54310644,Borderlands 2,475.0,5.0
54310644,Borderlands The Pre-Sequel,211.0,5.0
54310644,Counter-Strike Global Offensive,26.0,5.0
54310644,Deus Ex Human Revolution,10.1,3.0
54310644,Dishonored,16.8,4.0
54310644,Dota 2,43.0,5.0
54310644,Far Cry 3,64.0,5.0
54310644,Garry's Mod,2.5,1.0
54310644,PAYDAY 2,455.0,5.0
54310644,Portal 2,3.1,1.0
54310644,Rocket League,85.0,5.0
54310644,Saints Row The Third,28.0,5.0
54310644,Serious Sam 3 BFE,4.4,2.0
54310644,South Park The Stick of Truth,115.0,5.0
54310644,Terraria,4.3,2.0
54310644,Torchlight II,45.0,5.0
54402999,Left 4 Dead 2,13.8,4.0
54402999,"Warhammer 40,000 Dawn of War II",30.0,5.0
54477968,Counter-Strike,15.2,4.0
54477968,Counter-Strike Condition Zero,19.9,4.0
54507379,DARK SOULS II,114.0,5.0
54507379,Dishonored,4.9,2.0
54507379,Divinity Original Sin,55.0,5.0
54507379,Don't Starve,57.0,5.0
54507379,Don't Starve Together Beta,25.0,5.0
54507379,Magicka,19.0,4.0
54507379,The Binding of Isaac,10.9,3.0
54507379,The Binding of Isaac Rebirth,168.0,5.0
54507379,Trine 2,10.9,3.0
54507379,"Warhammer 40,000 Dawn of War II",48.0,5.0
54568397,The Elder Scrolls V Skyrim,58.0,5.0
54568397,Total War ROME II - Emperor Edition,67.0,5.0
54568397,Total War SHOGUN 2,105.0,5.0
54637394,Borderlands,28.0,5.0
54637394,Counter-Strike,34.0,5.0
54637394,Counter-Strike Global Offensive,135.0,5.0
54637394,Counter-Strike Source,1206.0,5.0
54637394,Dead Island,4.9,2.0
54637394,Deus Ex Human Revolution,47.0,5.0
54637394,Dishonored,21.0,4.0
54637394,Don't Starve,3.1,1.0
54637394,Dota 2,5.5,2.0
54637394,Fallout New Vegas,83.0,5.0
54637394,Garry's Mod,73.0,5.0
54637394,Half-Life 2,24.0,4.0
54637394,Half-Life 2 Episode One,5.8,2.0
54637394,Half-Life 2 Episode Two,10.2,3.0
54637394,Killing Floor,253.0,5.0
54637394,Left 4 Dead 2,71.0,5.0
54637394,Metro 2033,9.4,3.0
54637394,Mirror's Edge,5.6,2.0
54637394,PAYDAY 2,16.4,4.0
54637394,PAYDAY The Heist,14.9,4.0
54637394,Portal,3.2,1.0
54637394,Portal 2,13.3,4.0
54637394,Saints Row The Third,19.0,4.0
54637394,Sid Meier's Civilization V,64.0,5.0
54637394,Team Fortress 2,191.0,5.0
54637394,Terraria,28.0,5.0
54637394,The Binding of Isaac,7.5,2.0
54637394,The Walking Dead,13.3,4.0
54637394,The Witcher 2 Assassins of Kings Enhanced Edition,5.1,2.0
54637394,The Witcher Enhanced Edition,37.0,5.0
54637394,Unturned,6.2,2.0
54739142,Call of Duty Modern Warfare 2,4.2,2.0
54761333,Alien Swarm,26.0,5.0
54761333,Aliens vs. Predator,2.3,1.0
54761333,Bastion,4.8,2.0
54761333,Borderlands,31.0,5.0
54761333,Borderlands 2,11.3,3.0
54761333,Don't Starve,12.4,4.0
54761333,FTL Faster Than Light,22.0,4.0
54761333,Left 4 Dead 2,2.5,1.0
54761333,Mass Effect,74.0,5.0
54761333,Path of Exile,52.0,5.0
54761333,Portal,2.8,1.0
54761333,Risk of Rain,5.2,2.0
54761333,Sid Meier's Civilization V,17.6,4.0
54761333,Super Meat Boy,9.1,3.0
54761333,Team Fortress 2,261.0,5.0
54761333,Terraria,131.0,5.0
54761333,The Binding of Isaac,208.0,5.0
54761333,The Binding of Isaac Rebirth,112.0,5.0
54819677,The Elder Scrolls V Skyrim,184.0,5.0
54826284,AdVenture Capitalist,37.0,5.0
54826284,Age of Empires III Complete Collection,5.8,2.0
54826284,Cities Skylines,9.2,3.0
54826284,Crusader Kings II,55.0,5.0
54826284,Fallout 3 - Game of the Year Edition,2.9,1.0
54826284,Football Manager 2012,91.0,5.0
54826284,Football Manager 2013,91.0,5.0
54826284,Football Manager 2014,27.0,5.0
54826284,Football Manager 2015,5.8,2.0
54826284,Hitman Absolution,2.3,1.0
54826284,Just Cause 2,80.0,5.0
54826284,L.A. Noire,36.0,5.0
54826284,Sid Meier's Civilization Beyond Earth,96.0,5.0
54826284,Sid Meier's Civilization V,487.0,5.0
54826284,South Park The Stick of Truth,32.0,5.0
54826284,The Elder Scrolls V Skyrim,84.0,5.0
54826284,XCOM Enemy Unknown,16.3,4.0
54888069,Mass Effect,2.8,1.0
54934705,Left 4 Dead,2.9,1.0
54990424,Call of Duty Modern Warfare 2,27.0,5.0
54990424,Call of Duty Modern Warfare 2 - Multiplayer,301.0,5.0
54992167,Call of Duty Modern Warfare 2,5.4,2.0
54992167,Call of Duty Modern Warfare 2 - Multiplayer,5.6,2.0
54992167,Counter-Strike Source,100.0,5.0
54999247,Call of Duty Modern Warfare 2,25.0,5.0
54999247,Call of Duty Modern Warfare 2 - Multiplayer,105.0,5.0
54999247,Counter-Strike Source,167.0,5.0
54999247,Left 4 Dead 2,96.0,5.0
54999247,Team Fortress 2,14.5,4.0
55016054,Football Manager 2012,400.0,5.0
55112407,Football Manager 2012,544.0,5.0
55112407,Football Manager 2013,400.0,5.0
55112407,Football Manager 2015,104.0,5.0
55120589,Counter-Strike,4.6,2.0
55136688,Garry's Mod,47.0,5.0
55143039,Aliens vs. Predator,2.9,1.0
55143039,Call of Duty Black Ops,3.2,1.0
55143039,Call of Duty Modern Warfare 2,17.3,4.0
55162535,Call of Duty Modern Warfare 2,59.0,5.0
55162535,Call of Duty Modern Warfare 2 - Multiplayer,1079.0,5.0
55229923,Call of Duty Modern Warfare 2,12.7,4.0
55229923,Call of Duty Modern Warfare 2 - Multiplayer,70.0,5.0
55300764,Call of Duty Black Ops,33.0,5.0
55300764,Call of Duty Black Ops - Multiplayer,10.5,3.0
55300764,Call of Duty Modern Warfare 2,21.0,4.0
55300764,Call of Duty Modern Warfare 2 - Multiplayer,203.0,5.0
55300764,Call of Duty Modern Warfare 3,12.3,4.0
55300764,Call of Duty Modern Warfare 3 - Multiplayer,11.0,3.0
55300764,Empire Total War,89.0,5.0
55319994,Call of Duty Black Ops,10.0,3.0
55319994,Call of Duty Black Ops - Multiplayer,17.0,4.0
55319994,Call of Duty Modern Warfare 2,34.0,5.0
55319994,Call of Duty Modern Warfare 2 - Multiplayer,52.0,5.0
55319994,Left 4 Dead 2,124.0,5.0
55334302,Assassin's Creed III,15.8,4.0
55334302,Battlefield Bad Company 2,240.0,5.0
55334302,Call of Duty Black Ops,19.7,4.0
55334302,Call of Duty Black Ops - Multiplayer,29.0,5.0
55334302,Call of Duty Modern Warfare 2,28.0,5.0
55334302,Call of Duty Modern Warfare 2 - Multiplayer,50.0,5.0
55334302,Call of Duty World at War,18.2,4.0
55334302,Company of Heroes 2,2.9,1.0
55334302,Empire Total War,328.0,5.0
55334302,Medieval II Total War,118.0,5.0
55334302,Napoleon Total War,220.0,5.0
55334302,Sniper Elite V2,23.0,4.0
55334302,Total War ROME II - Emperor Edition,483.0,5.0
55334302,Total War SHOGUN 2,152.0,5.0
55352649,Call of Duty Modern Warfare 2,18.1,4.0
55352649,Call of Duty Modern Warfare 2 - Multiplayer,487.0,5.0
55352649,Left 4 Dead 2,3.7,1.0
55352649,Team Fortress 2,6.3,2.0
55367062,Bastion,13.8,4.0
55367062,Batman Arkham City GOTY,9.6,3.0
55367062,BioShock Infinite,37.0,5.0
55367062,Dark Souls Prepare to Die Edition,2.5,1.0
55367062,Don't Starve,28.0,5.0
55367062,FTL Faster Than Light,6.2,2.0
55367062,Fallout 3 - Game of the Year Edition,4.2,2.0
55367062,Far Cry 3,6.8,2.0
55367062,Sid Meier's Civilization Beyond Earth,36.0,5.0
55367062,Sid Meier's Civilization V,13.7,4.0
55367062,The Elder Scrolls V Skyrim,140.0,5.0
55367062,Tomb Raider,15.9,4.0
55367062,Torchlight,38.0,5.0
55367062,Torchlight II,8.1,3.0
55426012,Age of Empires II HD Edition,25.0,5.0
55426012,Alan Wake,7.5,2.0
55426012,Alien Swarm,2.8,1.0
55426012,Bastion,6.9,2.0
55426012,Batman Arkham Asylum GOTY Edition,17.2,4.0
55426012,Batman Arkham City GOTY,13.3,4.0
55426012,Batman Arkham Origins,10.2,3.0
55426012,BattleBlock Theater,3.8,1.0
55426012,Battlefield Bad Company 2,80.0,5.0
55426012,BioShock,3.6,1.0
55426012,Borderlands,108.0,5.0
55426012,Borderlands 2,50.0,5.0
55426012,Counter-Strike Global Offensive,22.0,4.0
55426012,DARK SOULS II,213.0,5.0
55426012,Darksiders,11.9,3.0
55426012,Darksiders II,2.8,1.0
55426012,Dishonored,4.8,2.0
55426012,Divinity Original Sin,9.3,3.0
55426012,Don't Starve Together Beta,12.0,3.0
55426012,Dungeon Defenders,174.0,5.0
55426012,Dungeon Defenders II,35.0,5.0
55426012,FTL Faster Than Light,19.3,4.0
55426012,Fallout New Vegas,24.0,4.0
55426012,Half-Life 2,10.3,3.0
55426012,Half-Life 2 Episode One,3.2,1.0
55426012,Half-Life 2 Episode Two,6.3,2.0
55426012,Just Cause 2,4.3,2.0
55426012,Kerbal Space Program,111.0,5.0
55426012,Killing Floor,59.0,5.0
55426012,Left 4 Dead 2,87.0,5.0
55426012,Magicka,12.1,4.0
55426012,Max Payne 3,3.4,1.0
55426012,Metro 2033,4.9,2.0
55426012,Metro Last Light,3.6,1.0
55426012,Mirror's Edge,6.3,2.0
55426012,Natural Selection 2,4.5,2.0
55426012,PAYDAY 2,85.0,5.0
55426012,PlanetSide 2,19.7,4.0
55426012,Portal,5.0,2.0
55426012,Portal 2,38.0,5.0
55426012,Saints Row The Third,11.7,3.0
55426012,Sleeping Dogs,24.0,4.0
55426012,Sniper Elite V2,4.7,2.0
55426012,Star Wars Knights of the Old Republic,5.6,2.0
55426012,Terraria,15.2,4.0
55426012,The Binding of Isaac,5.7,2.0
55426012,The Elder Scrolls V Skyrim,6.4,2.0
55426012,The Forest,3.2,1.0
55426012,The Walking Dead,14.6,4.0
55426012,The Witcher 2 Assassins of Kings Enhanced Edition,82.0,5.0
55426012,The Witcher Enhanced Edition,50.0,5.0
55426012,Torchlight II,14.8,4.0
55426012,Trine 2,10.3,3.0
55426012,Unturned,2.1,1.0
55426012,War Thunder,109.0,5.0
55426012,Warframe,24.0,4.0
55426012,"Warhammer 40,000 Dawn of War II",4.2,2.0
55429136,Call of Duty Modern Warfare 2,109.0,5.0
55446861,Counter-Strike Source,22.0,4.0
55457113,Counter-Strike Global Offensive,66.0,5.0
55457113,Counter-Strike Source,777.0,5.0
55457113,DayZ,67.0,5.0
55464294,Call of Duty Modern Warfare 2,13.9,4.0
55498890,Call of Duty Modern Warfare 2 - Multiplayer,91.0,5.0
55502052,Call of Duty Black Ops,36.0,5.0
55502052,Call of Duty Modern Warfare 2,25.0,5.0
55502052,Call of Duty Modern Warfare 3,12.2,4.0
55522584,Call of Duty Black Ops - Multiplayer,53.0,5.0
55522584,Call of Duty Modern Warfare 2,6.0,2.0
55522584,Call of Duty Modern Warfare 2 - Multiplayer,139.0,5.0
55623839,Call of Duty Black Ops,7.9,2.0
55623839,Call of Duty Black Ops - Multiplayer,29.0,5.0
55623839,Call of Duty Modern Warfare 2,16.4,4.0
55623839,Call of Duty Modern Warfare 2 - Multiplayer,296.0,5.0
55635404,Call of Duty Modern Warfare 2,11.2,3.0
55635404,Call of Duty Modern Warfare 2 - Multiplayer,82.0,5.0
55672384,Call of Duty Modern Warfare 2,7.0,2.0
55672384,Left 4 Dead 2,4.9,2.0
55739825,Call of Duty Black Ops,21.0,4.0
55739825,Call of Duty Black Ops II,16.2,4.0
55739825,Call of Duty Modern Warfare 2,48.0,5.0
55739825,Call of Duty Modern Warfare 3,26.0,5.0
55745376,Call of Duty Modern Warfare 2,27.0,5.0
55745376,Call of Duty Modern Warfare 2 - Multiplayer,124.0,5.0
55751308,Arma 2,13.0,4.0
55751308,Arma 2 Operation Arrowhead,198.0,5.0
55751308,Call of Duty Black Ops,2.8,1.0
55751308,Call of Duty Modern Warfare 2,83.0,5.0
55751308,Call of Duty Modern Warfare 2 - Multiplayer,15.5,4.0
55751308,Chivalry Medieval Warfare,12.6,4.0
55751308,Garry's Mod,16.1,4.0
55751308,Half-Life 2,29.0,5.0
55751308,Half-Life 2 Episode One,19.4,4.0
55751308,Half-Life 2 Episode Two,38.0,5.0
55751308,Insurgency,35.0,5.0
55751308,PAYDAY 2,13.6,4.0
55751308,Robocraft,10.6,3.0
55751308,Sid Meier's Civilization V,29.0,5.0
55751308,Team Fortress 2,24.0,4.0
55751308,War Thunder,37.0,5.0
55755821,Borderlands 2,3.3,1.0
55755821,Call of Duty Modern Warfare 2,9.9,3.0
55755821,Call of Duty Modern Warfare 2 - Multiplayer,45.0,5.0
55755821,Fallout 4,7.6,2.0
55755821,Fallout New Vegas,71.0,5.0
55761025,Assassin's Creed III,3.0,1.0
55761025,Battlefield Bad Company 2,659.0,5.0
55761025,Call of Duty Black Ops,12.5,4.0
55761025,Call of Duty Black Ops - Multiplayer,52.0,5.0
55761025,Call of Duty Black Ops II - Zombies,8.8,3.0
55761025,Call of Duty Modern Warfare 2,8.7,3.0
55761025,Call of Duty Modern Warfare 2 - Multiplayer,11.3,3.0
55761025,Far Cry 3,2.6,1.0
55761025,Grand Theft Auto V,36.0,5.0
55761025,Left 4 Dead 2,61.0,5.0
55761025,Team Fortress 2,787.0,5.0
55763270,Call of Duty Modern Warfare 2,4.3,2.0
55763300,Call of Duty Black Ops,13.3,4.0
55763300,Call of Duty Black Ops - Multiplayer,26.0,5.0
55763300,Call of Duty Modern Warfare 2,52.0,5.0
55763300,Call of Duty Modern Warfare 2 - Multiplayer,1138.0,5.0
55763300,Deus Ex Human Revolution,4.4,2.0
55763300,Rising Storm/Red Orchestra 2 Multiplayer,5.6,2.0
55776971,Call of Duty Black Ops,40.0,5.0
55776971,Call of Duty Black Ops - Multiplayer,79.0,5.0
55776971,Call of Duty Ghosts - Multiplayer,18.5,4.0
55776971,Call of Duty Modern Warfare 2,2.9,1.0
55776971,Call of Duty Modern Warfare 2 - Multiplayer,29.0,5.0
55776971,Call of Duty Modern Warfare 3,2.3,1.0
55776971,Call of Duty Modern Warfare 3 - Multiplayer,15.5,4.0
55776971,Just Cause 2,3.4,1.0
55837871,Call of Duty Black Ops - Multiplayer,22.0,4.0
55906572,APB Reloaded,8.5,3.0
55906572,Alan Wake,7.2,2.0
55906572,Alien Swarm,4.9,2.0
55906572,Amnesia The Dark Descent,5.0,2.0
55906572,Arma 2 Operation Arrowhead,75.0,5.0
55906572,Bastion,11.4,3.0
55906572,Batman Arkham Asylum GOTY Edition,6.4,2.0
55906572,Battlefield Bad Company 2,48.0,5.0
55906572,Borderlands,27.0,5.0
55906572,Borderlands 2,12.8,4.0
55906572,Call of Duty Black Ops II,3.7,1.0
55906572,Call of Duty Black Ops II - Multiplayer,8.6,3.0
55906572,Call of Duty Black Ops II - Zombies,4.4,2.0
55906572,Call of Duty Modern Warfare 2 - Multiplayer,8.4,3.0
55906572,Call of Duty Modern Warfare 3,4.6,2.0
55906572,Call of Duty Modern Warfare 3 - Multiplayer,37.0,5.0
55906572,Call of Duty World at War,32.0,5.0
55906572,Chivalry Medieval Warfare,21.0,4.0
55906572,Counter-Strike Global Offensive,152.0,5.0
55906572,Counter-Strike Source,47.0,5.0
55906572,DARK SOULS II,115.0,5.0
55906572,Dark Souls Prepare to Die Edition,91.0,5.0
55906572,Darksiders II,12.1,4.0
55906572,Dead Island Epidemic,3.8,1.0
55906572,Deus Ex Human Revolution,7.4,2.0
55906572,Dirty Bomb,8.3,3.0
55906572,Dungeon Defenders,12.8,4.0
55906572,FTL Faster Than Light,2.5,1.0
55906572,Fallout 3 - Game of the Year Edition,18.2,4.0
55906572,Fallout New Vegas,33.0,5.0
55906572,Garry's Mod,671.0,5.0
55906572,Grand Theft Auto IV,12.7,4.0
55906572,Half-Life 2,29.0,5.0
55906572,Insurgency,7.5,2.0
55906572,Just Cause 2,17.9,4.0
55906572,Just Cause 2 Multiplayer Mod,4.5,2.0
55906572,Kerbal Space Program,44.0,5.0
55906572,Left 4 Dead,5.8,2.0
55906572,Left 4 Dead 2,24.0,4.0
55906572,Magicka,8.4,3.0
55906572,Metro 2033,5.7,2.0
55906572,Middle-earth Shadow of Mordor,12.3,4.0
55906572,Mirror's Edge,12.0,3.0
55906572,Natural Selection 2,2.7,1.0
55906572,Neverwinter,42.0,5.0
55906572,No More Room in Hell,4.4,2.0
55906572,PAYDAY 2,67.0,5.0
55906572,Path of Exile,14.7,4.0
55906572,PlanetSide 2,51.0,5.0
55906572,Portal,5.8,2.0
55906572,Portal 2,11.7,3.0
55906572,Rising Storm/Red Orchestra 2 Multiplayer,22.0,4.0
55906572,Robocraft,10.5,3.0
55906572,Rocket League,58.0,5.0
55906572,Rust,8.4,3.0
55906572,Saints Row IV,11.6,3.0
55906572,Saints Row The Third,7.6,2.0
55906572,Sid Meier's Civilization V,59.0,5.0
55906572,Sniper Elite V2,2.6,1.0
55906572,Space Engineers,11.9,3.0
55906572,Star Wars - Battlefront II,6.7,2.0
55906572,Starbound,31.0,5.0
55906572,Team Fortress 2,389.0,5.0
55906572,Terraria,81.0,5.0
55906572,The Elder Scrolls V Skyrim,5.0,2.0
55906572,Tom Clancy's Ghost Recon Phantoms - NA,13.8,4.0
55906572,Torchlight II,11.4,3.0
55906572,Total War SHOGUN 2,59.0,5.0
55906572,War Thunder,46.0,5.0
55906572,Warframe,690.0,5.0
55906627,Team Fortress 2,494.0,5.0
55944717,Call of Duty Modern Warfare 2,16.0,4.0
55975168,Alan Wake,11.8,3.0
55975168,BioShock Infinite,11.2,3.0
55975168,Borderlands 2,13.6,4.0
55975168,Call of Duty Black Ops - Multiplayer,8.0,2.0
55975168,Call of Duty Ghosts - Multiplayer,15.1,4.0
55975168,Call of Duty Modern Warfare 3,22.0,4.0
55975168,Call of Duty Modern Warfare 3 - Multiplayer,461.0,5.0
55975168,Dishonored,6.2,2.0
55975168,Don't Starve,177.0,5.0
55975168,Don't Starve Together Beta,2.1,1.0
55975168,Fallout New Vegas,51.0,5.0
55975168,Grand Theft Auto IV,40.0,5.0
55975168,Hitman Absolution,16.4,4.0
55975168,Infestation Survivor Stories,44.0,5.0
55975168,Killing Floor,711.0,5.0
55975168,Left 4 Dead,5.1,2.0
55975168,Portal,7.2,2.0
55975168,Portal 2,26.0,5.0
55975168,RAGE,23.0,4.0
55975168,Sid Meier's Civilization V,757.0,5.0
55975168,The Elder Scrolls V Skyrim,214.0,5.0
55975168,The Forest,2.1,1.0
56002861,Call of Duty Modern Warfare 2,19.1,4.0
56002861,Call of Duty Modern Warfare 2 - Multiplayer,233.0,5.0
56002861,Counter-Strike Global Offensive,14.6,4.0
56002861,Day of Defeat Source,17.4,4.0
56002861,Team Fortress 2,7.0,2.0
56014527,Aliens vs. Predator,13.6,4.0
56014527,Left 4 Dead 2,92.0,5.0
